Protein	Protein ID	Entry Name	Gene	Length	Is Decoy	Is Contaminant	Organism	Protein Description	Protein Existence	Coverage	Protein Probability	Top Peptide Probability	Protein Qvalue	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
sp|P00734|THRB_HUMAN	P00734	THRB_HUMAN	F2	622	false	false	Homo sapiens	Prothrombin	1:Experimental evidence at protein level	37.78	1.0000	0.9990	0.00000000000000	19	19	19	24	24	24	     0	     0	     0	10C(57.0214), 11C(57.0214), 19C(57.0214), 4C(57.0214), 5C(57.0214), 7C(57.0214), 8C(57.0214), 9C(57.0214)		
sp|P00736|C1R_HUMAN	P00736	C1R_HUMAN	C1R	705	false	false	Homo sapiens	Complement C1r subcomponent	1:Experimental evidence at protein level	32.48	1.0000	0.9989	0.00000000000000	18	16	18	19	17	19	     0	     0	     0	10C(57.0214), 14C(57.0214), 2C(57.0214), 9C(57.0214)		
sp|P00738|HPT_HUMAN	P00738	HPT_HUMAN	HP	406	false	false	Homo sapiens	Haptoglobin	1:Experimental evidence at protein level	41.38	1.0000	0.9990	0.00000000000000	21	10	21	37	20	37	     0	     0	     0	12C(57.0214), 15C(57.0214), 18M(15.9949), 2C(57.0214), 2M(15.9949), 3M(15.9949), 5C(57.0214)		
sp|P00739|HPTR_HUMAN	P00739	HPTR_HUMAN	HPR	348	false	false	Homo sapiens	Haptoglobin-related protein	1:Experimental evidence at protein level	44.25	1.0000	0.9989	0.00000000000000	17	6	6	25	8	8	     0	     0	     0	15C(57.0214)		
sp|P00747|PLMN_HUMAN	P00747	PLMN_HUMAN	PLG	810	false	false	Homo sapiens	Plasminogen	1:Experimental evidence at protein level	31.23	1.0000	0.9990	0.00000000000000	24	21	24	27	24	27	     0	     0	     0	10C(57.0214), 11C(57.0214), 15C(57.0214), 1C(57.0214), 2C(57.0214), 4C(57.0214), 5C(57.0214), 6C(57.0214), 7C(57.0214), 9C(57.0214)		
sp|P00748|FA12_HUMAN	P00748	FA12_HUMAN	F12	615	false	false	Homo sapiens	Coagulation factor XII	1:Experimental evidence at protein level	6.83	1.0000	0.9990	0.00000000000000	4	4	4	5	5	5	     0	     0	     0	3C(57.0214)		
sp|P00751|CFAB_HUMAN	P00751	CFAB_HUMAN	CFB	764	false	false	Homo sapiens	Complement factor B	1:Experimental evidence at protein level	48.17	1.0000	0.9990	0.00000000000000	32	32	32	39	39	39	     0	     0	     0	12C(57.0214), 16C(57.0214), 1C(57.0214), 3C(57.0214), 4C(57.0214), 5C(57.0214), 7C(57.0214), 9C(57.0214)		
sp|P00915|CAH1_HUMAN	P00915	CAH1_HUMAN	CA1	261	false	false	Homo sapiens	Carbonic anhydrase 1	1:Experimental evidence at protein level	35.63	1.0000	0.9983	0.00000000000000	6	6	6	7	7	7	     0	     0	     0			
sp|P01008|ANT3_HUMAN	P01008	ANT3_HUMAN	SERPINC1	464	false	false	Homo sapiens	Antithrombin-III	1:Experimental evidence at protein level	53.23	1.0000	0.9990	0.00000000000000	24	24	24	32	32	32	     0	     0	     0	6C(57.0214), 8C(57.0214)		
sp|P01009|A1AT_HUMAN	P01009	A1AT_HUMAN	SERPINA1	418	false	false	Homo sapiens	Alpha-1-antitrypsin	1:Experimental evidence at protein level	64.11	1.0000	0.9990	0.00000000000000	28	28	28	47	47	47	     0	     0	     0	10C(57.0214), 15M(15.9949), 16M(15.9949), 19M(15.9949), 8M(15.9949), 9C(57.0214), 9M(15.9949)		
sp|P01011|AACT_HUMAN	P01011	AACT_HUMAN	SERPINA3	423	false	false	Homo sapiens	Alpha-1-antichymotrypsin	1:Experimental evidence at protein level	49.17	1.0000	0.9990	0.00000000000000	20	20	20	28	28	28	     0	     0	     0	14M(15.9949), 1M(15.9949), 7M(15.9949)		
sp|P01019|ANGT_HUMAN	P01019	ANGT_HUMAN	AGT	476	false	false	Homo sapiens	Angiotensinogen	1:Experimental evidence at protein level	27.73	1.0000	0.9990	0.00000000000000	11	11	11	15	15	15	     0	     0	     0			
sp|P01023|A2MG_HUMAN	P01023	A2MG_HUMAN	A2M	1474	false	false	Homo sapiens	Alpha-2-macroglobulin	1:Experimental evidence at protein level	59.97	1.0000	0.9990	0.00000000000000	67	59	67	104	92	104	     0	     0	     0	10C(57.0214), 11M(15.9949), 15C(57.0214), 17M(15.9949), 19C(57.0214), 1M(15.9949), 23C(57.0214), 2C(57.0214), 2M(15.9949), 3C(57.0214), 4M(15.9949), 5C(57.0214), 5M(15.9949), 6C(57.0214), 6M(15.9949), 8M(15.9949), 9C(57.0214), 9M(15.9949)		
sp|P01024|CO3_HUMAN	P01024	CO3_HUMAN	C3	1663	false	false	Homo sapiens	Complement C3	1:Experimental evidence at protein level	75.89	1.0000	0.9990	0.00000000000000	114	114	114	178	178	178	     0	     0	     0	10C(57.0214), 10M(15.9949), 11C(57.0214), 11M(15.9949), 12C(57.0214), 12M(15.9949), 13C(57.0214), 15M(15.9949), 16M(15.9949), 18M(15.9949), 1C(57.0214), 25M(15.9949), 2C(57.0214), 2M(15.9949), 3C(57.0214), 3M(15.9949), 5C(57.0214), 6C(57.0214), 7M(15.9949), 8C(57.0214)		
sp|P01031|CO5_HUMAN	P01031	CO5_HUMAN	C5	1676	false	false	Homo sapiens	Complement C5	1:Experimental evidence at protein level	32.10	1.0000	0.9990	0.00000000000000	49	49	49	56	56	56	     0	     0	     0	5C(57.0214)		
sp|P01042|KNG1_HUMAN	P01042	KNG1_HUMAN	KNG1	644	false	false	Homo sapiens	Kininogen-1	1:Experimental evidence at protein level	37.42	1.0000	0.9990	0.00000000000000	20	20	20	20	20	20	     0	     0	     0	10C(57.0214), 4C(57.0214), 5C(57.0214), 6C(57.0214), 7C(57.0214), 8C(57.0214)		
sp|P01593|KVD33_HUMAN	P01593	KVD33_HUMAN	IGKV1D-33	117	false	false	Homo sapiens	Immunoglobulin kappa variable 1D-33	1:Experimental evidence at protein level	13.68	1.0000	0.9987	0.00000000000000	1	0	1	2	0	2	     0	     0	     0			sp|P01594|KV133_HUMAN
sp|P01834|IGKC_HUMAN	P01834	IGKC_HUMAN	IGKC	107	false	false	Homo sapiens	Immunoglobulin kappa constant	1:Experimental evidence at protein level	86.92	1.0000	0.9990	0.00000000000000	7	7	7	13	13	13	     0	     0	     0	4C(57.0214), 7C(57.0214), 8C(57.0214)		
sp|P01857|IGHG1_HUMAN	P01857	IGHG1_HUMAN	IGHG1	399	false	false	Homo sapiens	Immunoglobulin heavy constant gamma 1	1:Experimental evidence at protein level	54.39	1.0000	0.9990	0.00000000000000	17	5	6	27	8	10	     0	     0	     0	4C(57.0214), 6C(57.0214), 7C(57.0214)		
sp|P01859|IGHG2_HUMAN	P01859	IGHG2_HUMAN	IGHG2	395	false	false	Homo sapiens	Immunoglobulin heavy constant gamma 2	1:Experimental evidence at protein level	40.51	1.0000	0.9990	0.00000000000000	15	5	8	26	9	14	     0	     0	     0	11C(57.0214), 12M(15.9949), 5M(15.9949), 9C(57.0214)		
sp|P01860|IGHG3_HUMAN	P01860	IGHG3_HUMAN	IGHG3	446	false	false	Homo sapiens	Immunoglobulin heavy constant gamma 3	1:Experimental evidence at protein level	48.21	1.0000	0.9990	0.00000000000000	18	7	18	33	14	33	     0	     0	     0	10C(57.0214), 11C(57.0214), 12M(15.9949), 13C(57.0214), 14M(15.9949), 1C(57.0214), 2C(57.0214), 4M(15.9949), 6C(57.0214), 7C(57.0214), 8C(57.0214), 9C(57.0214)		
sp|P01861|IGHG4_HUMAN	P01861	IGHG4_HUMAN	IGHG4	396	false	false	Homo sapiens	Immunoglobulin heavy constant gamma 4	1:Experimental evidence at protein level	43.69	1.0000	0.9990	0.00000000000000	15	7	7	23	9	9	     0	     0	     0	11C(57.0214), 12M(15.9949), 4C(57.0214), 9C(57.0214)		
sp|P01871|IGHM_HUMAN	P01871	IGHM_HUMAN	IGHM	474	false	false	Homo sapiens	Immunoglobulin heavy constant mu	1:Experimental evidence at protein level	40.93	1.0000	0.9990	0.00000000000000	18	18	18	28	28	28	     0	     0	     0	12C(57.0214), 24C(57.0214), 3C(57.0214), 7M(15.9949)		
sp|P01876|IGHA1_HUMAN	P01876	IGHA1_HUMAN	IGHA1	398	false	false	Homo sapiens	Immunoglobulin heavy constant alpha 1	1:Experimental evidence at protein level	42.96	1.0000	0.9990	0.00000000000000	15	8	15	22	13	22	     0	     0	     0	26C(57.0214), 29C(57.0214), 4C(57.0214), 6C(57.0214), 7C(57.0214), 7M(15.9949)		
sp|P01877|IGHA2_HUMAN	P01877	IGHA2_HUMAN	IGHA2	391	false	false	Homo sapiens	Immunoglobulin heavy constant alpha 2	1:Experimental evidence at protein level	21.23	1.0000	0.9989	0.00000000000000	8	1	1	11	2	2	     0	     0	     0			
sp|P02647|APOA1_HUMAN	P02647	APOA1_HUMAN	APOA1	267	false	false	Homo sapiens	Apolipoprotein A-I	1:Experimental evidence at protein level	85.77	1.0000	0.9990	0.00000000000000	32	32	32	54	54	54	     0	     0	     0	5M(15.9949), 6M(15.9949), 8M(15.9949), 9M(15.9949)		
sp|P02649|APOE_HUMAN	P02649	APOE_HUMAN	APOE	317	false	false	Homo sapiens	Apolipoprotein E	1:Experimental evidence at protein level	65.30	1.0000	0.9990	0.00000000000000	21	21	21	27	27	27	     0	     0	     0	9C(57.0214)		
sp|P02652|APOA2_HUMAN	P02652	APOA2_HUMAN	APOA2	100	false	false	Homo sapiens	Apolipoprotein A-II	1:Experimental evidence at protein level	64.00	1.0000	0.9990	0.00000000000000	8	8	8	9	9	9	     0	     0	     0	3C(57.0214)		
sp|P02655|APOC2_HUMAN	P02655	APOC2_HUMAN	APOC2	101	false	false	Homo sapiens	Apolipoprotein C-II	1:Experimental evidence at protein level	59.41	1.0000	0.9987	0.00000000000000	5	5	5	6	6	6	     0	     0	     0	5M(15.9949)		
sp|P02656|APOC3_HUMAN	P02656	APOC3_HUMAN	APOC3	99	false	false	Homo sapiens	Apolipoprotein C-III	1:Experimental evidence at protein level	34.34	1.0000	0.9990	0.00000000000000	3	3	3	4	4	4	     0	     0	     0			
sp|P02671|FIBA_HUMAN	P02671	FIBA_HUMAN	FGA	866	false	false	Homo sapiens	Fibrinogen alpha chain	1:Experimental evidence at protein level	55.20	1.0000	0.9990	0.00000000000000	51	51	51	78	78	78	     0	     0	     0	10M(15.9949), 11C(57.0214), 15C(57.0214), 15M(15.9949), 1M(15.9949), 5M(15.9949), 7C(57.0214), 8M(15.9949), 9M(15.9949)		
sp|P02675|FIBB_HUMAN	P02675	FIBB_HUMAN	FGB	491	false	false	Homo sapiens	Fibrinogen beta chain	1:Experimental evidence at protein level	72.30	1.0000	0.9990	0.00000000000000	33	33	33	56	56	56	     0	     0	     0	10M(15.9949), 11M(15.9949), 12C(57.0214), 17M(15.9949), 1C(57.0214), 1M(15.9949), 2C(57.0214), 3C(57.0214), 6M(15.9949), 7C(57.0214), 7M(15.9949), 8M(15.9949)		
sp|P02679|FIBG_HUMAN	P02679	FIBG_HUMAN	FGG	453	false	false	Homo sapiens	Fibrinogen gamma chain	1:Experimental evidence at protein level	74.39	1.0000	0.9990	0.00000000000000	31	30	31	48	45	48	     0	     0	     0	12C(57.0214), 13C(57.0214), 16M(15.9949), 1C(57.0214), 2C(57.0214), 3C(57.0214), 4C(57.0214), 5C(57.0214), 8C(57.0214), 8M(15.9949), 9C(57.0214)		
sp|P02743|SAMP_HUMAN	P02743	SAMP_HUMAN	APCS	223	false	false	Homo sapiens	Serum amyloid P-component	1:Experimental evidence at protein level	32.74	1.0000	0.9989	0.00000000000000	9	9	9	10	10	10	     0	     0	     0			
sp|P02745|C1QA_HUMAN	P02745	C1QA_HUMAN	C1QA	245	false	false	Homo sapiens	Complement C1q subcomponent subunit A	1:Experimental evidence at protein level	28.98	1.0000	0.9990	0.00000000000000	5	5	5	6	6	6	     0	     0	     0	5C(57.0214)		
sp|P02746|C1QB_HUMAN	P02746	C1QB_HUMAN	C1QB	253	false	false	Homo sapiens	Complement C1q subcomponent subunit B	1:Experimental evidence at protein level	26.09	1.0000	0.9988	0.00000000000000	6	6	6	7	7	7	     0	     0	     0			
sp|P02747|C1QC_HUMAN	P02747	C1QC_HUMAN	C1QC	245	false	false	Homo sapiens	Complement C1q subcomponent subunit C	1:Experimental evidence at protein level	13.88	1.0000	0.9983	0.00000000000000	3	3	3	4	4	4	     0	     0	     0			
sp|P02748|CO9_HUMAN	P02748	CO9_HUMAN	C9	559	false	false	Homo sapiens	Complement component C9	1:Experimental evidence at protein level	28.26	1.0000	0.9990	0.00000000000000	16	16	16	21	21	21	     0	     0	     0	6C(57.0214)		
sp|P02749|APOH_HUMAN	P02749	APOH_HUMAN	APOH	345	false	false	Homo sapiens	Beta-2-glycoprotein 1	1:Experimental evidence at protein level	29.28	1.0000	0.9986	0.00000000000000	9	9	9	12	12	12	     0	     0	     0	13C(57.0214), 2C(57.0214), 3C(57.0214), 9C(57.0214)		
sp|P02750|A2GL_HUMAN	P02750	A2GL_HUMAN	LRG1	347	false	false	Homo sapiens	Leucine-rich alpha-2-glycoprotein	1:Experimental evidence at protein level	41.79	1.0000	0.9989	0.00000000000000	11	11	11	11	11	11	     0	     0	     0			
sp|P02751|FINC_HUMAN	P02751	FINC_HUMAN	FN1	2477	false	false	Homo sapiens	Fibronectin	1:Experimental evidence at protein level	20.95	1.0000	0.9989	0.00000000000000	38	38	38	43	43	43	     0	     0	     0	4C(57.0214)		
sp|P02753|RET4_HUMAN	P02753	RET4_HUMAN	RBP4	201	false	false	Homo sapiens	Retinol-binding protein 4	1:Experimental evidence at protein level	43.78	1.0000	0.9969	0.00000000000000	7	7	7	7	7	7	     0	     0	     0	7C(57.0214), 8C(57.0214)		
sp|P02760|AMBP_HUMAN	P02760	AMBP_HUMAN	AMBP	352	false	false	Homo sapiens	Protein AMBP	1:Experimental evidence at protein level	28.69	1.0000	0.9990	0.00000000000000	7	7	7	9	9	9	     0	     0	     0	14C(57.0214), 3C(57.0214), 5C(57.0214)		
sp|P02763|A1AG1_HUMAN	P02763	A1AG1_HUMAN	ORM1	201	false	false	Homo sapiens	Alpha-1-acid glycoprotein 1	1:Experimental evidence at protein level	49.25	1.0000	0.9990	0.00000000000000	11	7	11	19	15	19	     0	     0	     0	12C(57.0214), 3M(15.9949)		
sp|P02765|FETUA_HUMAN	P02765	FETUA_HUMAN	AHSG	367	false	false	Homo sapiens	Alpha-2-HS-glycoprotein	1:Experimental evidence at protein level	30.25	1.0000	0.9990	0.00000000000000	7	7	7	11	11	11	     0	     0	     0	1C(57.0214), 21C(57.0214), 4C(57.0214), 4M(15.9949), 8C(57.0214)		
sp|P02766|TTHY_HUMAN	P02766	TTHY_HUMAN	TTR	147	false	false	Homo sapiens	Transthyretin	1:Experimental evidence at protein level	63.95	1.0000	0.9990	0.00000000000000	5	5	5	6	6	6	     0	     0	     0			
sp|P02768|ALBU_HUMAN	P02768	ALBU_HUMAN	ALB	609	false	false	Homo sapiens	Albumin	1:Experimental evidence at protein level	79.97	1.0000	0.9990	0.00000000000000	65	60	65	109	101	109	     0	     0	     0	10C(57.0214), 11C(57.0214), 12C(57.0214), 12M(15.9949), 14C(57.0214), 16C(57.0214), 17C(57.0214), 17M(15.9949), 18C(57.0214), 1C(57.0214), 1M(15.9949), 21C(57.0214), 2C(57.0214), 2M(15.9949), 30C(57.0214), 3C(57.0214), 3M(15.9949), 4C(57.0214), 6C(57.0214), 6M(15.9949), 7C(57.0214), 8C(57.0214), 9C(57.0214), 9M(15.9949)		
sp|P02774|VTDB_HUMAN	P02774	VTDB_HUMAN	GC	474	false	false	Homo sapiens	Vitamin D-binding protein	1:Experimental evidence at protein level	53.38	1.0000	0.9990	0.00000000000000	25	25	25	31	31	31	     0	     0	     0	18C(57.0214), 2C(57.0214), 3C(57.0214), 4C(57.0214), 5C(57.0214), 8C(57.0214)		
sp|P02787|TRFE_HUMAN	P02787	TRFE_HUMAN	TF	698	false	false	Homo sapiens	Serotransferrin	1:Experimental evidence at protein level	67.62	1.0000	0.9990	0.00000000000000	54	54	54	93	93	93	     0	     0	     0	10C(57.0214), 12C(57.0214), 13C(57.0214), 14C(57.0214), 1C(57.0214), 1M(15.9949), 2C(57.0214), 2M(15.9949), 3C(57.0214), 4C(57.0214), 5C(57.0214), 6C(57.0214), 6M(15.9949), 7M(15.9949), 8M(15.9949), 9C(57.0214), 9M(15.9949)		
sp|P02790|HEMO_HUMAN	P02790	HEMO_HUMAN	HPX	462	false	false	Homo sapiens	Hemopexin	1:Experimental evidence at protein level	53.46	1.0000	0.9990	0.00000000000000	20	20	20	25	25	25	     0	     0	     0	19C(57.0214), 1C(57.0214), 3C(57.0214), 6C(57.0214), 7M(15.9949), 9C(57.0214)		
sp|P03951|FA11_HUMAN	P03951	FA11_HUMAN	F11	625	false	false	Homo sapiens	Coagulation factor XI	1:Experimental evidence at protein level	8.80	1.0000	0.9896	0.00000000000000	6	5	5	6	5	5	     0	     0	     0			
sp|P03952|KLKB1_HUMAN	P03952	KLKB1_HUMAN	KLKB1	638	false	false	Homo sapiens	Plasma kallikrein	1:Experimental evidence at protein level	21.16	1.0000	0.9988	0.00000000000000	12	11	12	14	13	14	     0	     0	     0	11C(57.0214), 1C(57.0214), 3C(57.0214)		
sp|P04003|C4BPA_HUMAN	P04003	C4BPA_HUMAN	C4BPA	597	false	false	Homo sapiens	C4b-binding protein alpha chain	1:Experimental evidence at protein level	24.46	1.0000	0.9989	0.00000000000000	14	14	14	19	19	19	     0	     0	     0	11C(57.0214), 3C(57.0214), 5C(57.0214), 7C(57.0214)		
sp|P04004|VTNC_HUMAN	P04004	VTNC_HUMAN	VTN	478	false	false	Homo sapiens	Vitronectin	1:Experimental evidence at protein level	26.36	1.0000	0.9990	0.00000000000000	14	14	14	20	20	20	     0	     0	     0	13M(15.9949), 1C(57.0214), 4C(57.0214), 9C(57.0214)		
sp|P04114|APOB_HUMAN	P04114	APOB_HUMAN	APOB	4563	false	false	Homo sapiens	Apolipoprotein B-100	1:Experimental evidence at protein level	50.67	1.0000	0.9990	0.00000000000000	194	194	194	240	240	240	     0	     0	     0	16C(57.0214), 4M(15.9949), 5M(15.9949), 6C(57.0214), 7C(57.0214), 9C(57.0214)		
sp|P04196|HRG_HUMAN	P04196	HRG_HUMAN	HRG	525	false	false	Homo sapiens	Histidine-rich glycoprotein	1:Experimental evidence at protein level	26.29	1.0000	0.9990	0.00000000000000	12	12	12	16	16	16	     0	     0	     0	10C(57.0214)		
sp|P04217|A1BG_HUMAN	P04217	A1BG_HUMAN	A1BG	495	false	false	Homo sapiens	Alpha-1B-glycoprotein	1:Experimental evidence at protein level	42.22	1.0000	0.9990	0.00000000000000	15	15	15	22	22	22	     0	     0	     0	18C(57.0214), 1C(57.0214), 5C(57.0214)		
sp|P04278|SHBG_HUMAN	P04278	SHBG_HUMAN	SHBG	402	false	false	Homo sapiens	Sex hormone-binding globulin	1:Experimental evidence at protein level	21.89	1.0000	0.9980	0.00000000000000	6	6	6	6	6	6	     0	     0	     0			
sp|P05090|APOD_HUMAN	P05090	APOD_HUMAN	APOD	189	false	false	Homo sapiens	Apolipoprotein D	1:Experimental evidence at protein level	38.10	1.0000	0.9990	0.00000000000000	8	8	8	11	11	11	     0	     0	     0	1C(57.0214), 9C(57.0214)		
sp|P05154|IPSP_HUMAN	P05154	IPSP_HUMAN	SERPINA5	406	false	false	Homo sapiens	Plasma serine protease inhibitor	1:Experimental evidence at protein level	16.01	1.0000	0.9925	0.00000000000000	5	5	5	5	5	5	     0	     0	     0			
sp|P05155|IC1_HUMAN	P05155	IC1_HUMAN	SERPING1	500	false	false	Homo sapiens	Plasma protease C1 inhibitor	1:Experimental evidence at protein level	38.20	1.0000	0.9990	0.00000000000000	19	19	19	25	25	25	     0	     0	     0	11M(15.9949), 4C(57.0214), 5M(15.9949)		
sp|P05156|CFAI_HUMAN	P05156	CFAI_HUMAN	CFI	583	false	false	Homo sapiens	Complement factor I	1:Experimental evidence at protein level	18.70	1.0000	0.9990	0.00000000000000	10	10	10	12	12	12	     0	     0	     0	9C(57.0214)		
sp|P05160|F13B_HUMAN	P05160	F13B_HUMAN	F13B	661	false	false	Homo sapiens	Coagulation factor XIII B chain	1:Experimental evidence at protein level	8.93	1.0000	0.9922	0.00000000000000	6	6	6	7	7	7	     0	     0	     0			
sp|P05543|THBG_HUMAN	P05543	THBG_HUMAN	SERPINA7	415	false	false	Homo sapiens	Thyroxine-binding globulin	1:Experimental evidence at protein level	33.73	1.0000	0.9990	0.00000000000000	11	11	11	14	14	14	     0	     0	     0	1M(15.9949)		
sp|P05546|HEP2_HUMAN	P05546	HEP2_HUMAN	SERPIND1	499	false	false	Homo sapiens	Heparin cofactor 2	1:Experimental evidence at protein level	37.07	1.0000	0.9990	0.00000000000000	17	17	17	19	19	19	     0	     0	     0			
sp|P06276|CHLE_HUMAN	P06276	CHLE_HUMAN	BCHE	602	false	false	Homo sapiens	Cholinesterase	1:Experimental evidence at protein level	9.80	1.0000	0.9969	0.00000000000000	5	4	5	5	4	5	     0	     0	     0			
sp|P06312|KV401_HUMAN	P06312	KV401_HUMAN	IGKV4-1	121	false	false	Homo sapiens	Immunoglobulin kappa variable 4-1	1:Experimental evidence at protein level	24.79	1.0000	0.9980	0.00000000000000	3	3	3	4	4	4	     0	     0	     0			
sp|P06331|HV434_HUMAN	P06331	HV434_HUMAN	IGHV4-34	123	false	false	Homo sapiens	Immunoglobulin heavy variable 4-34	1:Experimental evidence at protein level	39.02	1.0000	0.9965	0.00000000000000	4	1	4	4	1	4	     0	     0	     0	14C(57.0214)		
sp|P06396|GELS_HUMAN	P06396	GELS_HUMAN	GSN	782	false	false	Homo sapiens	Gelsolin	1:Experimental evidence at protein level	47.95	1.0000	0.9990	0.00000000000000	25	25	25	30	30	30	     0	     0	     0	4C(57.0214)		
sp|P06681|CO2_HUMAN	P06681	CO2_HUMAN	C2	752	false	false	Homo sapiens	Complement C2	1:Experimental evidence at protein level	24.87	1.0000	0.9988	0.00000000000000	18	18	18	20	20	20	     0	     0	     0			
sp|P06727|APOA4_HUMAN	P06727	APOA4_HUMAN	APOA4	396	false	false	Homo sapiens	Apolipoprotein A-IV	1:Experimental evidence at protein level	82.07	1.0000	0.9990	0.00000000000000	36	36	36	50	50	50	     0	     0	     0	6M(15.9949)		
sp|P07225|PROS_HUMAN	P07225	PROS_HUMAN	PROS1	676	false	false	Homo sapiens	Vitamin K-dependent protein S	1:Experimental evidence at protein level	19.97	1.0000	0.9989	0.00000000000000	11	11	11	14	14	14	     0	     0	     0	7C(57.0214)		
sp|P07357|CO8A_HUMAN	P07357	CO8A_HUMAN	C8A	584	false	false	Homo sapiens	Complement component C8 alpha chain	1:Experimental evidence at protein level	9.42	1.0000	0.9990	0.00000000000000	5	5	5	5	5	5	     0	     0	     0			
sp|P07358|CO8B_HUMAN	P07358	CO8B_HUMAN	C8B	591	false	false	Homo sapiens	Complement component C8 beta chain	1:Experimental evidence at protein level	11.84	1.0000	0.9990	0.00000000000000	5	5	5	5	5	5	     0	     0	     0			
sp|P07360|CO8G_HUMAN	P07360	CO8G_HUMAN	C8G	202	false	false	Homo sapiens	Complement component C8 gamma chain	1:Experimental evidence at protein level	48.02	1.0000	0.9980	0.00000000000000	6	6	6	6	6	6	     0	     0	     0			
sp|P08185|CBG_HUMAN	P08185	CBG_HUMAN	SERPINA6	405	false	false	Homo sapiens	Corticosteroid-binding globulin	1:Experimental evidence at protein level	34.07	1.0000	0.9990	0.00000000000000	9	9	9	12	12	12	     0	     0	     0			
sp|P08519|APOA_HUMAN	P08519	APOA_HUMAN	LPA	2040	false	false	Homo sapiens	Apolipoprotein(a)	1:Experimental evidence at protein level	13.68	1.0000	0.9919	0.00000000000000	9	9	9	9	9	9	     0	     0	     0	10C(57.0214)		
sp|P08603|CFAH_HUMAN	P08603	CFAH_HUMAN	CFH	1231	false	false	Homo sapiens	Complement factor H	1:Experimental evidence at protein level	42.24	1.0000	0.9990	0.00000000000000	44	41	44	56	52	56	     0	     0	     0	11C(57.0214), 15C(57.0214), 16C(57.0214), 1C(57.0214), 2C(57.0214), 3C(57.0214), 4C(57.0214), 5C(57.0214), 6C(57.0214), 6M(15.9949), 7C(57.0214), 9C(57.0214)		
